ts_code,name,start_date,end_date,ann_date,change_reason
001203.SZ,大中矿业,20210412,,,其他
300978.SZ,东箭科技,20210412,,,其他
300970.SZ,华绿生物,20210412,,,其他
300979.SZ,华利集团,20210412,,,其他
002681.SZ,奋达科技,20210412,,20210410,撤销*ST
688683.SH,莱尔科技,20210412,,,其他
300986.SZ,志特新材,20210409,,,其他
688383.SH,新益昌,20210409,,,其他
300966.SZ,共同药业,20210409,,,其他
600238.SH,海南椰岛,20210409,,20210408,撤销*ST
300975.SZ,商络电子,20210409,,,其他
688639.SH,华恒生物,20210409,,,其他
688395.SH,正弦电气,20210409,,,其他
600906.SH,财达证券,20210409,,,其他
300962.SZ,中金辐照,20210409,,,其他
300963.SZ,中洲特材,20210409,,,其他
601599.SH,浙文影业,20210409,,20210403,改名
688468.SH,科美诊断,20210409,,,其他
300985.SZ,致远新能,20210409,,,其他
002168.SZ,惠程科技,20210409,,20210408,撤销*ST
688323.SH,瑞华泰,20210409,,,其他
605016.SH,百龙创园,20210408,,,其他
001202.SZ,炬申股份,20210408,,,其他
688682.SH,霍莱沃,20210408,,,其他
688191.SH,智洋创新,20210408,,,其他
605180.SH,华生科技,20210408,,,其他
002776.SZ,ST柏龙,20210408,,20210407,ST
688636.SH,智明达,20210408,,,其他
688201.SH,信安世纪,20210408,,,其他
002058.SZ,*ST威尔,20210408,,20210407,*ST
605117.SH,德业股份,20210407,,,其他
603324.SH,盛剑环境,20210407,,,其他
600032.SH,浙江新能,20210407,,,其他
605089.SH,味知香,20210407,,,其他
600470.SH,六国化工,20210406,,20210402,撤销*ST
688260.SH,昀冢科技,20210406,,,其他
003043.SZ,华亚智能,20210406,,,其他
600228.SH,昌九生化,20210406,20210427,20210402,撤销*ST
003041.SZ,真爱美家,20210406,,,其他
600228.SH,昌九生化,20210406,,20210402,撤销*ST
605086.SH,龙高股份,20210406,,,其他
001201.SZ,东瑞股份,20210406,,,其他
600890.SH,*ST中房,20210406,,20210402,*ST
688533.SH,上声电子,20210406,,,其他
003042.SZ,中农联合,20210406,,,其他
300983.SZ,尤安设计,20210406,,,其他
300740.SZ,水羊股份,20210402,,20210401,改名
000727.SZ,华东科技,20210402,,20210401,撤销*ST
300973.SZ,立高食品,20210402,,,其他
605098.SH,行动教育,20210402,,,其他
300965.SZ,恒宇信通,20210402,,,其他
000403.SZ,派林生物,20210402,,20210402,改名
300972.SZ,万辰生物,20210402,,,其他
000727.SZ,华东科技,20210402,20210519,20210401,撤销*ST
600860.SH,京城股份,20210402,,20210401,撤销*ST
688981.SH,中芯国际,20210402,,20210401,其他
600650.SH,锦江在线,20210402,,20210330,改名
600721.SH,*ST百花,20210401,,20210331,*ST
600416.SH,湘电股份,20210401,,20210331,撤销*ST
688630.SH,芯碁微装,20210401,,,其他
300971.SZ,博亚精工,20210401,,,其他
688662.SH,富信科技,20210401,,,其他
601279.SH,英利汽车,20210401,,,其他
300981.SZ,中红医疗,20210331,,,其他
300968.SZ,格林精密,20210331,,,其他
688659.SH,元琛科技,20210331,,,其他
688201.SH,信安世纪,20210331,,,其他
688314.SH,康拓医疗,20210331,,,其他
300982.SZ,苏文电能,20210331,,,其他
688682.SH,霍莱沃,20210331,,,其他
688639.SH,华恒生物,20210331,,,其他
688626.SH,翔宇医疗,20210331,,,其他
688663.SH,新风光,20210331,,,其他
688109.SH,品茗股份,20210330,,,其他
603609.SH,禾丰股份,20210330,,20210325,改名
300979.SZ,华利集团,20210330,,,其他
300961.SZ,深水海纳,20210330,,,其他
605016.SH,百龙创园,20210330,,,其他
300977.SZ,深圳瑞捷,20210330,,,其他
300978.SZ,东箭科技,20210330,,,其他
688315.SH,诺禾致源,20210330,,,其他
300967.SZ,晓鸣股份,20210330,,,其他
300980.SZ,祥源新材,20210330,,,其他
605117.SH,德业股份,20210330,,,其他
300975.SZ,商络电子,20210329,,,其他
688661.SH,和林微纳,20210329,,,其他
688533.SH,上声电子,20210329,,,其他
300976.SZ,达瑞电子,20210329,,,其他
300960.SZ,通业科技,20210329,,,其他
300958.SZ,建工修复,20210329,,,其他
688683.SH,莱尔科技,20210329,,,其他
688329.SH,艾隆科技,20210329,,,其他
688611.SH,杭州柯林,20210329,,,其他
605378.SH,野马电池,20210329,,,其他
688468.SH,科美诊断,20210326,,,其他
603759.SH,海天股份,20210326,,,其他
300966.SZ,共同药业,20210326,,,其他
300956.SZ,英力股份,20210326,,,其他
300973.SZ,立高食品,20210326,,,其他
300972.SZ,万辰生物,20210326,,,其他
688195.SH,腾景科技,20210326,,,其他
605098.SH,行动教育,20210326,,,其他
300970.SZ,华绿生物,20210325,,,其他
300957.SZ,贝泰妮,20210325,,,其他
300969.SZ,恒帅股份,20210325,,,其他
688191.SH,智洋创新,20210325,,,其他
601279.SH,英利汽车,20210325,,,其他
300971.SZ,博亚精工,20210325,,,其他
688636.SH,智明达,20210325,,,其他
300963.SZ,中洲特材,20210325,,,其他
688606.SH,奥泰生物,20210325,,,其他
300955.SZ,嘉亨家化,20210324,,,其他
688633.SH,星球石墨,20210324,,,其他
300962.SZ,中金辐照,20210324,,,其他
300968.SZ,格林精密,20210324,,,其他
003042.SZ,中农联合,20210324,,,其他
003041.SZ,真爱美家,20210324,,,其他
688663.SH,新风光,20210324,,,其他
300967.SZ,晓鸣股份,20210323,,,其他
002319.SZ,乐通股份,20210323,,20210320,撤销*ST
600892.SH,大晟文化,20210323,,20210322,撤销*ST
688609.SH,九联科技,20210323,,,其他
688315.SH,诺禾致源,20210323,,,其他
605289.SH,罗曼股份,20210323,,,其他
003043.SZ,华亚智能,20210323,,,其他
605378.SH,野马电池,20210322,,,其他
600209.SH,*ST罗顿,20210322,,20210319,*ST
688630.SH,芯碁微装,20210322,,,其他
002420.SZ,毅昌股份,20210322,20211110,20210319,撤销ST
003040.SZ,楚天龙,20210322,,,其他
002420.SZ,毅昌股份,20210322,,20210319,撤销ST
688611.SH,柯林电气,20210322,,,其他
002071.SZ,长城退,20210322,,20210313,终止上市
688611.SH,杭州柯林,20210322,,,其他
002192.SZ,融捷股份,20210322,,20210319,撤销*ST
605389.SH,长龄液压,20210322,,,其他
605286.SH,同力日升,20210322,,,其他
300959.SZ,线上线下,20210322,,,其他
688683.SH,莱尔科技,20210322,,,其他
688260.SH,昀冢科技,20210322,,,其他
688662.SH,富信科技,20210322,,,其他
002071.SZ,长城退,20210322,,20210313,终止上市
002071.SZ,长城退,20210322,20210506,20210313,终止上市
300966.SZ,共同药业,20210319,,,其他
300965.SZ,恒宇信通,20210319,,,其他
688659.SH,元琛科技,20210319,,,其他
600891.SH,退市秋林,20210319,,20210312,终止上市
688468.SH,科美诊断,20210319,,,其他
688092.SH,爱科科技,20210319,,,其他
603324.SH,盛剑环境,20210319,,,其他
688191.SH,智洋创新,20210318,,,其他
688616.SH,西力科技,20210318,,,其他
300963.SZ,中洲特材,20210318,,,其他
600684.SH,珠江股份,20210318,,20210313,其他
300953.SZ,震裕科技,20210318,,,其他
688636.SH,智明达,20210318,,,其他
688626.SH,翔宇医疗,20210318,,,其他
300961.SZ,深水海纳,20210318,,,其他
003041.SZ,真爱美家,20210317,,,其他
688109.SH,品茗股份,20210317,,,其他
688456.SH,有研粉材,20210317,,,其他
300962.SZ,中金辐照,20210317,,,其他
003042.SZ,中农联合,20210317,,,其他
300960.SZ,通业科技,20210317,,,其他
688316.SH,青云科技,20210316,,,其他
603759.SH,海天股份,20210316,,,其他
605289.SH,罗曼股份,20210316,,,其他
605086.SH,龙高股份,20210316,,,其他
600255.SH,鑫科材料,20210316,,20210315,撤销*ST
688661.SH,和林微纳,20210316,,,其他
688316.SH,青云科技-U,20210316,,,其他
688662.SH,富信科技,20210315,,,其他
300957.SZ,贝泰妮,20210315,,,其他
688195.SH,腾景科技,20210315,,,其他
300958.SZ,建工修复,20210315,,,其他
600212.SH,江泉实业,20210315,,20210312,撤销*ST
688630.SH,芯碁微装,20210315,,,其他
688260.SH,昀冢科技,20210315,,,其他
600701.SH,退市工新,20210315,,20210306,终止上市
603324.SH,盛剑环境,20210312,,,其他
688606.SH,奥泰生物,20210312,,,其他
688667.SH,菱电电控,20210312,,,其他
688659.SH,元琛科技,20210312,,,其他
688633.SH,星球石墨,20210312,,,其他
300955.SZ,嘉亨家化,20210311,,,其他
300956.SZ,英力股份,20210311,,,其他
688329.SH,艾隆科技,20210311,,,其他
688083.SH,中望软件,20210311,,,其他
300952.SZ,恒辉安防,20210311,,,其他
688626.SH,翔宇医疗,20210311,,,其他
300961.SZ,深水海纳,20210311,,,其他
605122.SH,四方新材,20210310,,,其他
688609.SH,九联科技,20210310,,,其他
300960.SZ,通业科技,20210310,,,其他
002137.SZ,实益达,20210310,,20210310,改名
688109.SH,品茗股份,20210310,,,其他
605389.SH,长龄液压,20210309,,,其他
605086.SH,龙高股份,20210309,,,其他
688328.SH,深科达,20210309,,,其他
688676.SH,金盘科技,20210309,,,其他
605286.SH,同力日升,20210309,,,其他
300959.SZ,线上线下,20210309,,,其他
688661.SH,和林微纳,20210309,,,其他
688092.SH,爱科科技,20210309,,,其他
605208.SH,永茂泰,20210308,,,其他
003040.SZ,楚天龙,20210308,,,其他
688195.SH,腾景科技,20210308,,,其他
300953.SZ,震裕科技,20210308,,,其他
000707.SZ,*ST双环,20210308,,20210305,*ST
300958.SZ,建工修复,20210308,,,其他
003039.SZ,顺控发展,20210308,,,其他
300957.SZ,贝泰妮,20210308,,,其他
688606.SH,奥泰生物,20210305,,,其他
688456.SH,有研粉材,20210305,,,其他
688633.SH,星球石墨,20210305,,,其他
688616.SH,西力科技,20210305,,,其他
601777.SH,ST力帆,20210304,,20210303,摘星
300956.SZ,英力股份,20210304,,,其他
300955.SZ,嘉亨家化,20210304,,,其他
601777.SH,ST力帆,20210304,20210425,20210303,摘星
002168.SZ,ST惠程,20210303,20210408,20210302,ST
688696.SH,极米科技,20210303,,,其他
688609.SH,九联科技,20210303,,,其他
688329.SH,艾隆科技,20210303,,,其他
300950.SZ,德固特,20210303,,,其他
002168.SZ,ST惠程,20210303,,20210302,ST
688079.SH,美迪凯,20210302,,,其他
605389.SH,长龄液压,20210302,,,其他
605286.SH,同力日升,20210302,,,其他
688260.SH,昀冢科技,20210302,,,其他
688316.SH,青云科技,20210302,,,其他
688092.SH,爱科科技,20210302,,,其他
688083.SH,中望软件,20210301,,,其他
003040.SZ,楚天龙,20210301,,,其他
000803.SZ,北清环能,20210301,,20210226,撤销*ST
605060.SH,联德股份,20210301,,,其他
605303.SH,园林股份,20210301,,,其他
605298.SH,必得科技,20210301,,,其他
301131.SZ,聚赛龙,20210228,,,其他
000662.SZ,天夏退,20210226,,20210219,终止上市
600738.SH,丽尚国潮,20210226,,20210223,改名
300951.SZ,博硕科技,20210226,,,其他
300953.SZ,震裕科技,20210226,,,其他
000662.SZ,天夏退,20210226,,20210219,终止上市
000662.SZ,天夏退,20210226,20210411,20210219,终止上市
688616.SH,西力科技,20210226,,,其他
688456.SH,有研粉材,20210226,,,其他
688677.SH,海泰新光,20210226,,,其他
300952.SZ,恒辉安防,20210226,,,其他
688667.SH,菱电电控,20210226,,,其他
300949.SZ,奥雅设计,20210226,,,其他
605122.SH,四方新材,20210225,,,其他
832225.BJ,利通科技,20210225,,,其他
300948.SZ,冠中生态,20210225,,,其他
688183.SH,生益电子,20210225,,,其他
688676.SH,金盘科技,20210225,,,其他
688195.SH,腾景科技,20210224,,,其他
688662.SH,富信科技,20210224,,,其他
605133.SH,嵘泰股份,20210224,,,其他
605268.SH,王力安防,20210224,,,其他
688328.SH,深科达,20210224,,,其他
605208.SH,永茂泰,20210223,,,其他
688316.SH,青云科技,20210223,,,其他
830832.BJ,齐鲁华信,20210223,,,其他
603759.SH,海天股份,20210223,,,其他
688619.SH,罗普特,20210223,,,其他
834599.BJ,同力股份,20210222,,,其他
003039.SZ,顺控发展,20210222,,,其他
002374.SZ,中锐股份,20210222,,20210220,改名
688083.SH,中望软件,20210219,,,其他
300952.SZ,恒辉安防,20210219,,,其他
000564.SZ,*ST大集,20210219,,20210210,*ST
832735.BJ,德源药业,20210219,,,其他
600221.SH,*ST海航,20210219,,20210211,*ST
600515.SH,*ST基础,20210219,,20210211,*ST
688667.SH,菱电电控,20210219,,,其他
300950.SZ,德固特,20210219,,,其他
688079.SH,美迪凯,20210218,,,其他
688696.SH,极米科技,20210218,,,其他
605122.SH,四方新材,20210218,,,其他
300756.SZ,金马游乐,20210218,,20210218,改名
300943.SZ,春晖智控,20210210,,,其他
300947.SZ,德必集团,20210210,,,其他
688676.SH,金盘科技,20210210,,,其他
003038.SZ,鑫铂股份,20210210,,,其他
688070.SH,纵横股份,20210210,,,其他
605060.SH,联德股份,20210210,,,其他
688328.SH,深科达,20210210,,,其他
300945.SZ,曼卡龙,20210210,,,其他
600800.SH,渤海化学,20210210,,20210206,改名
300941.SZ,创识科技,20210209,,,其他
300942.SZ,易瑞生物,20210209,,,其他
601880.SH,辽港股份,20210209,,20210204,改名
605081.SH,太和水,20210209,,,其他
002188.SZ,*ST巴士,20210209,,20210206,*ST
605303.SH,园林股份,20210209,,,其他
603759.SH,海天股份,20210209,,,其他
836239.BJ,长虹能源,20210209,,,其他
605208.SH,永茂泰,20210209,,,其他
605077.SH,华康股份,20210209,,,其他
688665.SH,四方光电,20210209,,,其他
605298.SH,必得科技,20210209,,,其他
300948.SZ,冠中生态,20210208,,,其他
688329.SH,艾隆科技,20210208,,,其他
605337.SH,李子园,20210208,,,其他
300946.SZ,恒而达,20210208,,,其他
300949.SZ,奥雅设计,20210208,,,其他
688059.SH,华锐精密,20210208,,,其他
003039.SZ,顺控发展,20210208,,,其他
300951.SZ,博硕科技,20210208,,,其他
688687.SH,凯因科技,20210208,,,其他
688677.SH,海泰新光,20210208,,,其他
300950.SZ,德固特,20210205,,,其他
300079.SZ,数码视讯,20210205,,20210205,改名
600916.SH,中国黄金,20210205,,,其他
300949.SZ,奥雅设计,20210205,,,其他
833427.BJ,华维设计,20210205,,,其他
688183.SH,生益电子,20210205,,,其他
601963.SH,重庆银行,20210205,,,其他
688079.SH,美迪凯,20210204,,,其他
003037.SZ,三和管桩,20210204,,,其他
605268.SH,王力安防,20210204,,,其他
688696.SH,极米科技,20210204,,,其他
688619.SH,罗普特,20210203,,,其他
300940.SZ,南极光,20210203,,,其他
605060.SH,联德股份,20210203,,,其他
002072.SZ,*ST凯瑞,20210202,,20210130,*ST
300325.SZ,ST德威,20210202,,20210201,*ST
605298.SH,必得科技,20210202,,,其他
605133.SH,嵘泰股份,20210202,,,其他
300325.SZ,ST德威,20210202,,20210201,ST
300325.SZ,ST德威,20210202,20210428,20210201,ST
688607.SH,康众医疗,20210201,,,其他
688628.SH,优利德,20210201,,,其他
688630.SH,芯碁微装,20210201,,,其他
605055.SH,迎丰股份,20210129,,,其他
605368.SH,蓝天燃气,20210129,,,其他
003038.SZ,鑫铂股份,20210129,,,其他
688677.SH,海泰新光,20210129,,,其他
688183.SH,生益电子,20210129,,,其他
300943.SZ,春晖智控,20210129,,,其他
300945.SZ,曼卡龙,20210129,,,其他
300948.SZ,冠中生态,20210129,,,其他
300942.SZ,易瑞生物,20210128,,,其他
003036.SZ,泰坦股份,20210128,,,其他
688665.SH,四方光电,20210128,,,其他
688070.SH,纵横股份,20210128,,,其他
300941.SZ,创识科技,20210128,,,其他
605268.SH,王力安防,20210128,,,其他
688350.SH,富淼科技,20210128,,,其他
300939.SZ,秋田微,20210128,,,其他
600348.SH,华阳股份,20210128,,20210126,改名
300947.SZ,德必集团,20210128,,,其他
688059.SH,华锐精密,20210127,,,其他
605081.SH,太和水,20210127,,,其他
688689.SH,银河微电,20210127,,,其他
300946.SZ,恒而达,20210127,,,其他
300937.SZ,药易购,20210127,,,其他
300938.SZ,信测标准,20210127,,,其他
605077.SH,华康股份,20210127,,,其他
688619.SH,罗普特,20210127,,,其他
688687.SH,凯因科技,20210126,,,其他
605337.SH,李子园,20210126,,,其他
605081.SH,太和水,20210126,,,其他
600916.SH,中国黄金,20210126,,,其他
002243.SZ,力合科创,20210126,,20210126,改名
002123.SZ,梦网科技,20210126,,20210126,改名
300936.SZ,中英科技,20210126,,,其他
605133.SH,嵘泰股份,20210126,,,其他
300946.SZ,恒而达,20210126,,,其他
300038.SZ,ST数知,20210126,,20210123,ST
300038.SZ,ST数知,20210126,20210429,20210123,ST
300344.SZ,立方数科,20210126,,20210126,改名
003038.SZ,鑫铂股份,20210125,,,其他
688669.SH,聚石化学,20210125,,,其他
838275.BJ,驱动力,20210125,,,其他
003037.SZ,三和管桩,20210125,,,其他
300933.SZ,中辰股份,20210122,,,其他
300943.SZ,春晖智控,20210122,,,其他
300945.SZ,曼卡龙,20210122,,,其他
688680.SH,海优新材,20210122,,,其他
300940.SZ,南极光,20210122,,,其他
300932.SZ,三友联众,20210122,,,其他
300941.SZ,创识科技,20210121,,,其他
300930.SZ,屹通新材,20210121,,,其他
300931.SZ,通用电梯,20210121,,,其他
688070.SH,纵横股份,20210121,,,其他
600086.SH,退市金钰,20210121,,20210114,终止上市
300942.SZ,易瑞生物,20210121,,,其他
605398.SH,新炬网络,20210121,,,其他
002335.SZ,科华数据,20210121,,20210121,改名
688665.SH,四方光电,20210121,,,其他
300935.SZ,盈建科,20210120,,,其他
688607.SH,康众医疗,20210120,,,其他
605228.SH,神通科技,20210120,,,其他
688059.SH,华锐精密,20210120,,,其他
605077.SH,华康股份,20210120,,,其他
300929.SZ,华骐环保,20210120,,,其他
600248.SH,陕西建工,20210119,,20210114,改名
605005.SH,合兴股份,20210119,,,其他
600157.SH,ST永泰,20210119,,20210118,摘星
605337.SH,李子园,20210119,,,其他
600157.SH,ST永泰,20210119,20210429,20210118,摘星
605303.SH,园林股份,20210119,,,其他
688628.SH,优利德,20210119,,,其他
600532.SH,未来股份,20210119,,20210114,改名
688687.SH,凯因科技,20210119,,,其他
600916.SH,中国黄金,20210119,,,其他
605055.SH,迎丰股份,20210119,,,其他
605368.SH,蓝天燃气,20210119,,,其他
003035.SZ,南网能源,20210119,,,其他
688350.SH,富淼科技,20210118,,,其他
688317.SH,之江生物,20210118,,,其他
003036.SZ,泰坦股份,20210118,,,其他
688819.SH,天能股份,20210118,,,其他
003037.SZ,三和管桩,20210118,,,其他
300937.SZ,药易购,20210115,,,其他
300940.SZ,南极光,20210115,,,其他
300939.SZ,秋田微,20210114,,,其他
300938.SZ,信测标准,20210114,,,其他
000836.SZ,富通信息,20210113,,20210113,改名
688656.SH,浩欧博,20210113,,,其他
688607.SH,康众医疗,20210113,,,其他
605368.SH,蓝天燃气,20210112,,,其他
688680.SH,海优新材,20210112,,,其他
600986.SH,浙文互联,20210112,,20210107,改名
836826.BJ,盖世食品,20210112,,,其他
003032.SZ,传智教育,20210112,,,其他
688689.SH,银河微电,20210112,,,其他
605303.SH,园林股份,20210112,,,其他
300933.SZ,中辰股份,20210112,,,其他
688669.SH,聚石化学,20210112,,,其他
688628.SH,优利德,20210112,,,其他
300932.SZ,三友联众,20210112,,,其他
605055.SH,迎丰股份,20210112,,,其他
688350.SH,富淼科技,20210111,,,其他
833509.BJ,同惠电子,20210111,,,其他
003036.SZ,泰坦股份,20210111,,,其他
003033.SZ,征和工业,20210111,,,其他
600982.SH,宁波能源,20210111,,20210106,改名
605398.SH,新炬网络,20210108,,,其他
002758.SZ,浙农股份,20210108,,20210108,改名
000927.SZ,中国铁物,20210108,,20210108,改名
300937.SZ,药易购,20210108,,,其他
837344.BJ,三元基因,20210108,,,其他
300931.SZ,通用电梯,20210108,,,其他
300930.SZ,屹通新材,20210108,,,其他
300483.SZ,首华燃气,20210108,,20210108,改名
300936.SZ,中英科技,20210107,,,其他
300927.SZ,江天化学,20210107,,,其他
605398.SH,新炬网络,20210107,,,其他
600687.SH,退市刚泰,20210107,,20201230,终止上市
688617.SH,惠泰医疗,20210107,,,其他
300388.SZ,节能国祯,20210107,,20210107,改名
300926.SZ,博俊科技,20210107,,,其他
003035.SZ,南网能源,20210107,,,其他
300929.SZ,华骐环保,20210107,,,其他
003030.SZ,祖名股份,20210106,,,其他
605228.SH,神通科技,20210106,,,其他
605005.SH,合兴股份,20210106,,,其他
300928.SZ,华安鑫创,20210106,,,其他
605277.SH,新亚电子,20210106,,,其他
300935.SZ,盈建科,20210106,,,其他
688669.SH,聚石化学,20210105,,,其他
300932.SZ,三友联众,20210105,,,其他
300933.SZ,中辰股份,20210105,,,其他
688689.SH,银河微电,20210105,,,其他
688317.SH,之江生物,20210105,,,其他
688680.SH,海优新材,20210105,,,其他
002386.SZ,天原股份,20210104,,20201225,其他
003031.SZ,中瓷电子,20210104,,,其他
600869.SH,远东股份,20210104,,20201229,其他
002064.SZ,华峰化学,20210104,,20210104,改名
688819.SH,天能股份,20210104,,,其他
000927.SZ,一汽夏利,20210104,,20201231,撤销*ST
000927.SZ,一汽夏利,20210104,20210107,20201231,撤销*ST
002505.SZ,鹏都农牧,20210104,,20210104,改名
300894.SZ,火星人,20201231,,,其他
688686.SH,奥普特,20201231,,,其他
605155.SH,西大门,20201231,,,其他
300931.SZ,通用电梯,20201231,,,其他
688656.SH,浩欧博,20201231,,,其他
300930.SZ,屹通新材,20201231,,,其他
002973.SZ,侨银股份,20201231,,20201231,改名
300925.SZ,法本信息,20201230,,,其他
688618.SH,三旺通信,20201230,,,其他
003032.SZ,传智教育,20201230,,,其他
601963.SH,重庆银行,20201230,,,其他
003035.SZ,南网能源,20201230,,,其他
688063.SH,派能科技,20201230,,,其他
300929.SZ,华骐环保,20201230,,,其他
688698.SH,伟创电气,20201229,,,其他
605228.SH,神通科技,20201229,,,其他
605005.SH,合兴股份,20201229,,,其他
003033.SZ,征和工业,20201229,,,其他
605179.SH,一鸣食品,20201228,,,其他
605377.SH,华旺科技,20201228,,,其他
003028.SZ,振邦智能,20201228,,,其他
688317.SH,之江生物,20201228,,,其他
836675.BJ,秉扬科技,20201228,,,其他
430510.BJ,丰光精密,20201228,,,其他
831856.BJ,浩淼科技,20201225,,,其他
601001.SH,晋控煤业,20201225,,20201223,改名
601956.SH,东贝集团,20201225,,,其他
300922.SZ,天秦装备,20201225,,,其他
300920.SZ,润阳科技,20201225,,,其他
688679.SH,通源环境,20201225,,,其他
688617.SH,惠泰医疗,20201225,,,其他
000767.SZ,晋控电力,20201225,,20201225,改名
688819.SH,天能股份,20201225,,,其他
003029.SZ,吉大正元,20201224,,,其他
688658.SH,悦康药业,20201224,,,其他
688560.SH,明冠新材,20201224,,,其他
688656.SH,浩欧博,20201224,,,其他
300927.SZ,江天化学,20201224,,,其他
300923.SZ,研奥股份,20201224,,,其他
300926.SZ,博俊科技,20201224,,,其他
300919.SZ,中伟股份,20201223,,,其他
688678.SH,福立旺,20201223,,,其他
003032.SZ,传智教育,20201223,,,其他
300646.SZ,侨源气体,20201223,,,其他
832000.BJ,安徽凤凰,20201223,,,其他
688350.SH,富淼科技,20201222,,,其他
300918.SZ,南山智尚,20201222,,,其他
300921.SZ,南凌科技,20201222,,,其他
605500.SH,森林包装,20201222,,,其他
605186.SH,健麾信息,20201222,,,其他
003033.SZ,征和工业,20201222,,,其他
000590.SZ,启迪药业,20201222,,20201222,改名
300464.SZ,星徽股份,20201222,,20201222,其他
605277.SH,新亚电子,20201222,,,其他
003030.SZ,祖名股份,20201222,,,其他
300928.SZ,华安鑫创,20201222,,,其他
601963.SH,重庆银行,20201222,,,其他
300894.SZ,火星人,20201221,,,其他
688686.SH,奥普特,20201221,,,其他
300917.SZ,特发服务,20201221,,,其他
605155.SH,西大门,20201221,,,其他
003031.SZ,中瓷电子,20201221,,,其他
688668.SH,鼎通科技,20201221,,,其他
003026.SZ,中晶科技,20201218,,,其他
688699.SH,明微电子,20201218,,,其他
688618.SH,三旺通信,20201218,,,其他
002046.SZ,国机精工,20201218,,20201218,改名
003027.SZ,同兴环保,20201218,,,其他
688617.SH,惠泰医疗,20201218,,,其他
300926.SZ,博俊科技,20201217,,,其他
688063.SH,派能科技,20201217,,,其他
600255.SH,*ST鑫科,20201217,,20201212,改名
688698.SH,伟创电气,20201217,,,其他
300927.SZ,江天化学,20201217,,,其他
600255.SH,*ST鑫科,20201217,20210315,20201212,改名
688608.SH,恒玄科技,20201216,,,其他
688510.SH,航亚科技,20201216,,,其他
605377.SH,华旺科技,20201216,,,其他
000983.SZ,山西焦煤,20201216,,20201216,改名
300338.SZ,开元教育,20201216,,20201216,改名
000995.SZ,皇台酒业,20201216,,20201215,其他
300925.SZ,法本信息,20201216,,,其他
000995.SZ,ST皇台,20201216,,20201209,其他
600375.SH,汉马科技,20201216,,20201211,改名
600595.SH,*ST中孚,20201215,,20201214,*ST
605299.SH,舒华体育,20201215,,,其他
003020.SZ,立方制药,20201215,,,其他
300922.SZ,天秦装备,20201215,,,其他
605179.SH,一鸣食品,20201215,,,其他
605155.SH,西大门,20201215,,,其他
605151.SH,西上海,20201215,,,其他
605277.SH,新亚电子,20201215,,,其他
003030.SZ,祖名股份,20201215,,,其他
600595.SH,*ST中孚,20201215,20220113,20201214,*ST
003031.SZ,中瓷电子,20201214,,,其他
002245.SZ,蔚蓝锂芯,20201214,,20201214,改名
003028.SZ,振邦智能,20201214,,,其他
003029.SZ,吉大正元,20201214,,,其他
688686.SH,奥普特,20201214,,,其他
688136.SH,科兴制药,20201214,,,其他
300894.SZ,火星人,20201214,,,其他
300920.SZ,润阳科技,20201214,,,其他
003025.SZ,思进智能,20201211,,,其他
688571.SH,杭华股份,20201211,,,其他
003023.SZ,彩虹集团,20201211,,,其他
688560.SH,明冠新材,20201211,,,其他
688618.SH,三旺通信,20201211,,,其他
688658.SH,悦康药业,20201211,,,其他
688679.SH,通源环境,20201211,,,其他
688698.SH,伟创电气,20201210,,,其他
688063.SH,派能科技,20201210,,,其他
688678.SH,福立旺,20201210,,,其他
300918.SZ,南山智尚,20201210,,,其他
603716.SH,塞力医疗,20201210,,20201205,其他
300919.SZ,中伟股份,20201210,,,其他
688308.SH,欧科亿,20201210,,,其他
605186.SH,健麾信息,20201209,,,其他
688317.SH,之江生物,20201209,,,其他
300925.SZ,法本信息,20201209,,,其他
605377.SH,华旺科技,20201209,,,其他
300923.SZ,研奥股份,20201209,,,其他
300917.SZ,特发服务,20201209,,,其他
003022.SZ,联泓新科,20201208,,,其他
688668.SH,鼎通科技,20201208,,,其他
003026.SZ,中晶科技,20201208,,,其他
835670.BJ,数字人,20201208,,,其他
300922.SZ,天秦装备,20201208,,,其他
605179.SH,一鸣食品,20201208,,,其他
605500.SH,森林包装,20201208,,,其他
605376.SH,博迁新材,20201208,,,其他
003029.SZ,吉大正元,20201207,,,其他
300921.SZ,南凌科技,20201207,,,其他
605183.SH,确成股份,20201207,,,其他
688699.SH,明微电子,20201207,,,其他
300912.SZ,凯龙高科,20201207,,,其他
300920.SZ,润阳科技,20201207,,,其他
003027.SZ,同兴环保,20201207,,,其他
300913.SZ,兆龙互连,20201207,,,其他
688590.SH,新致软件,20201207,,,其他
003028.SZ,振邦智能,20201207,,,其他
688658.SH,悦康药业,20201204,,,其他
831445.BJ,龙竹科技,20201204,,20201204,改名
300703.SZ,创源股份,20201204,,20201204,其他
003021.SZ,兆威机电,20201204,,,其他
688679.SH,通源环境,20201204,,,其他
688560.SH,明冠新材,20201204,,,其他
601686.SH,友发集团,20201204,,,其他
688678.SH,福立旺,20201203,,,其他
605258.SH,协和电子,20201203,,,其他
300911.SZ,亿田智能,20201203,,,其他
300919.SZ,中伟股份,20201203,,,其他
688510.SH,航亚科技,20201202,,,其他
300918.SZ,南山智尚,20201202,,,其他
688578.SH,艾力斯-U,20201202,,,其他
688557.SH,兰剑智能,20201202,,,其他
688608.SH,恒玄科技,20201202,,,其他
300399.SZ,天利科技,20201202,,20201201,改名
