ts_code,name,area,fullname,enname,cnspell,market,list_date
000659.SZ,珠海中富,广东,珠海中富实业股份有限公司,"Zhuhai Zhongfu Enterprise Co.,Ltd",zhzf,主板,19961203
000661.SZ,长春高新,吉林,长春高新技术产业(集团)股份有限公司,"Changchun High-Tech Industry (Group) Co., Ltd.",ccgx,主板,19961218
000663.SZ,永安林业,福建,福建省永安林业(集团)股份有限公司,"Fujian Yongan Forestry(Group) Joint-Stock Co.,Ltd.",yaly,主板,19961206
000665.SZ,湖北广电,湖北,湖北省广播电视信息网络股份有限公司,"Hubei Radio & Television Information Network Co., Ltd.",hbgd,主板,19961210
000666.SZ,经纬纺机,北京,经纬纺织机械股份有限公司,Jingwei Textile Machinery Company Limited,jwfj,主板,19961210
000667.SZ,美好置业,云南,美好置业集团股份有限公司,"Myhome Real Estate Development Group Co.,Ltd.",mhzy,主板,19961205
000668.SZ,荣丰控股,山东,荣丰控股集团股份有限公司,"Rongfeng Holding Group Co.,Ltd.",rfkg,主板,19961210
000669.SZ,ST金鸿,吉林,金鸿控股集团股份有限公司,"Jinhong Holding Group Co., Ltd.",stjh,主板,19961210
000671.SZ,阳光城,福建,阳光城集团股份有限公司,"Yango Group Co.,Ltd",ygc,主板,19961218
000672.SZ,上峰水泥,甘肃,甘肃上峰水泥股份有限公司,"Gansu Shangfeng Cement Co., Ltd",sfsn,主板,19961218
000673.SZ,*ST当代,山西,当代东方投资股份有限公司,"Lead Eastern Investment Co., Ltd",stdd,主板,19970124
000676.SZ,智度股份,广东,智度科技股份有限公司,"Genimous Technology Co.,Ltd.",zdgf,主板,19961224
000677.SZ,恒天海龙,山东,恒天海龙股份有限公司,"Chtc Helon Co., Ltd.",hthl,主板,19961226
000678.SZ,襄阳轴承,湖北,襄阳汽车轴承股份有限公司,"Xiangyang Automobile Bearing Company., Ltd",xyzc,主板,19970106
000679.SZ,大连友谊,辽宁,大连友谊(集团)股份有限公司,"Dalian Friendship (Group) Co.,Ltd.",dlyy,主板,19970124
000680.SZ,山推股份,山东,山推工程机械股份有限公司,"Shantui Construction Machinery Co.,Ltd.",stgf,主板,19970122
000681.SZ,视觉中国,江苏,视觉(中国)文化发展股份有限公司,"Visual China Group Co., Ltd.",sjzg,主板,19970121
000682.SZ,东方电子,山东,东方电子股份有限公司,"Dongfang Electronics Co.,Ltd",dfdz,主板,19970121
000683.SZ,远兴能源,内蒙,内蒙古远兴能源股份有限公司,Inner Mongolia Yuan Xing Energy Company Limited,yxny,主板,19970131
000685.SZ,中山公用,广东,中山公用事业集团股份有限公司,"Zhongshan Public Utilities Group Co.,Ltd",zsgy,主板,19970123
000686.SZ,东北证券,吉林,东北证券股份有限公司,"Northeast Securities Co.,Ltd.",dbzq,主板,19970227
000687.SZ,*ST华讯,深圳,华讯方舟股份有限公司,"Huaxun Fangzhou Co., Ltd",sthx,主板,19970221
000688.SZ,国城矿业,重庆,国城矿业股份有限公司,"Guocheng Mining Co.,Ltd",gcky,主板,19970120
000690.SZ,宝新能源,广东,广东宝丽华新能源股份有限公司,"Guangdong Baolihua New Energy Stock Co.,Ltd.",bxny,主板,19970128
000691.SZ,亚太实业,甘肃,甘肃亚太实业发展股份有限公司,"Gansu Yatai Industrial Developent Co., Ltd.",ytsy,主板,19970228
000692.SZ,惠天热电,辽宁,沈阳惠天热电股份有限公司,"Shenyang Huitian Thermal Power Co.,Ltd",htrd,主板,19970227
000695.SZ,滨海能源,天津,天津滨海能源发展股份有限公司,"Tianjin Binhai Energy & Development Co.,Ltd",bhny,主板,19970218
000697.SZ,炼石航空,陕西,炼石航空科技股份有限公司,"Ligeance Aerospace Technology Co.,Ltd.",lshk,主板,19970325
000698.SZ,沈阳化工,辽宁,沈阳化工股份有限公司,"Shenyang Chemical Industry Co.,Ltd",syhg,主板,19970220
000700.SZ,模塑科技,江苏,江南模塑科技股份有限公司,"Jiangnan Mould & Plastic Technology Co., Ltd.",mskj,主板,19970228
000701.SZ,厦门信达,福建,厦门信达股份有限公司,Xiamen Xindeco Ltd.,xmxd,主板,19970226
000702.SZ,正虹科技,湖南,湖南正虹科技发展股份有限公司,"Hunan Zhenghong Science and Technology Develop Co.,Ltd.",zhkj,主板,19970318
000703.SZ,恒逸石化,广西,恒逸石化股份有限公司,"Hengyi Petrochemical Co., Ltd",hysh,主板,19970328
000705.SZ,浙江震元,浙江,浙江震元股份有限公司,"Zhejiang Zhenyuan Share Co., Ltd",zjzy,主板,19970410
000707.SZ,*ST双环,湖北,湖北双环科技股份有限公司,"Hubei Shuanghuan Science and Technology Stock Co., Ltd.",stsh,主板,19970415
000708.SZ,中信特钢,湖北,中信泰富特钢集团股份有限公司,"Citic Pacific Special Steel Group Co., Ltd",zxtg,主板,19970326
000709.SZ,河钢股份,河北,河钢股份有限公司,Hbis Company Limited,hggf,主板,19970416
000710.SZ,贝瑞基因,四川,成都市贝瑞和康基因技术股份有限公司,"Berry Genomics Co., Ltd",brjy,主板,19970422
000711.SZ,京蓝科技,黑龙江,京蓝科技股份有限公司,"Kingland Technology Co.,Ltd.",jlkj,主板,19970411
000712.SZ,锦龙股份,广东,广东锦龙发展股份有限公司,Guangdong Golden Dragon Development Inc.,jlgf,主板,19970415
000713.SZ,丰乐种业,安徽,合肥丰乐种业股份有限公司,"Hefei Fengle Seed Co.,Ltd.",flzy,主板,19970422
000715.SZ,中兴商业,辽宁,中兴-沈阳商业大厦(集团)股份有限公司,"Zhongxing Shenyang Commercial Building  Group Co., Ltd",zxsy,主板,19970508
000716.SZ,黑芝麻,广西,南方黑芝麻集团股份有限公司,"Nanfang Black Sesame Group Co.,Ltd.",hzm,主板,19970418
000717.SZ,韶钢松山,广东,广东韶钢松山股份有限公司,"SGIS Songshan Co.,Ltd.",sgss,主板,19970508
000718.SZ,苏宁环球,吉林,苏宁环球股份有限公司,"Suning Universal Co.,Ltd",snhq,主板,19970408
000719.SZ,中原传媒,河南,中原大地传媒股份有限公司,"Central China Land Media Co.,Ltd",zycm,主板,19970331
000720.SZ,新能泰山,山东,山东新能泰山发电股份有限公司,"Shandong Xinneng Taishan Power Generation Co.,Ltd.",xnts,主板,19970509
000721.SZ,西安饮食,陕西,西安饮食股份有限公司,"Xi'an Catering Co.,Ltd.",xays,主板,19970430
000722.SZ,湖南发展,湖南,湖南发展集团股份有限公司,"Hunan Development Group Co.,Ltd",hnfz,主板,19970522
000723.SZ,美锦能源,山西,山西美锦能源股份有限公司,"Shanxi Meijin Energy Co.,Ltd.",mjny,主板,19970515
000725.SZ,京东方A,北京,京东方科技集团股份有限公司,"BOE Technology Group Co.,Ltd.",jdfa,主板,20010112
000726.SZ,鲁泰A,山东,鲁泰纺织股份有限公司,"Lu Thai Textile Co.,Ltd",lta,主板,20001225
000727.SZ,冠捷科技,江苏,冠捷电子科技股份有限公司,"Tpv Technology Co., Ltd.",gjkj,主板,19970520
000728.SZ,国元证券,安徽,国元证券股份有限公司,Guoyuan Securities Company Limited,gyzq,主板,19970616
000729.SZ,燕京啤酒,北京,北京燕京啤酒股份有限公司,"Beijing Yanjing Brewery Co.,Ltd.",yjpj,主板,19970716
000731.SZ,四川美丰,四川,四川美丰化工股份有限公司,"Sichuan Meifeng Chemical Industry Co., Ltd.",scmf,主板,19970617
000732.SZ,泰禾集团,福建,泰禾集团股份有限公司,"Tahoe Group Co., Ltd",thjt,主板,19970704
000733.SZ,振华科技,贵州,中国振华(集团)科技股份有限公司,"China Zhenhua(Group) Science & Technology Co.,Ltd",zhkj,主板,19970703
000735.SZ,罗牛山,海南,罗牛山股份有限公司,"Luoniushan Co., Ltd.",lns,主板,19970611
000736.SZ,中交地产,重庆,中交地产股份有限公司,CCCG Real Estate Corporation Limited,zjdc,主板,19970425
000737.SZ,北方铜业,山西,北方铜业(山西)股份有限公司,"North Copper (Shanxi) Co.,Ltd.",bfty,主板,19970428
000738.SZ,航发控制,江苏,中国航发动力控制股份有限公司,"Aecc Aero-Engine Control Co.,Ltd.",hfkz,主板,19970626
000739.SZ,普洛药业,浙江,普洛药业股份有限公司,"Apeloa Pharmaceutical Co.,Ltd",plyy,主板,19970509
000750.SZ,国海证券,广西,国海证券股份有限公司,"Sealand Securities Co., Ltd.",ghzq,主板,19970709
000751.SZ,锌业股份,辽宁,葫芦岛锌业股份有限公司,"Huludao Zinc Industry Co.,Ltd.",xygf,主板,19970626
000752.SZ,*ST西发,西藏,西藏发展股份有限公司,"Tibet Development Co.,Ltd.",stxf,主板,19970625
000753.SZ,漳州发展,福建,福建漳州发展股份有限公司,"Fujian Zhangzhou Development Co.,Ltd",zzfz,主板,19970626
000755.SZ,山西路桥,山西,山西路桥股份有限公司,"Shanxi Road & Bridge Co.,Ltd.",sxlq,主板,19970627
000756.SZ,新华制药,山东,山东新华制药股份有限公司,Shandong Xinhua Pharmaceutical Company Limited,xhzy,主板,19970806
000757.SZ,浩物股份,四川,四川浩物机电股份有限公司,"Sichuan Haowu Electromechanical Co.,Ltd.",hwgf,主板,19970627
000758.SZ,中色股份,北京,中国有色金属建设股份有限公司,"China Nonferrous Metal Industry's Foreign Engineering and Construction Co.,Ltd.",zsgf,主板,19970416
000759.SZ,中百集团,湖北,中百控股集团股份有限公司,"Zhongbai Holdings Group Co.,Ltd.",zbjt,主板,19970519
000761.SZ,本钢板材,辽宁,本钢板材股份有限公司,"Bengang Steel Plates Co.,Ltd",bgbc,主板,19980115
000762.SZ,西藏矿业,西藏,西藏矿业发展股份有限公司,"Tibet Mineral Development Co.,Ltd",xzky,主板,19970708
000766.SZ,通化金马,吉林,通化金马药业集团股份有限公司,"Tonghua Golden-Horse Pharmaceutical Industry Co.,Ltd",thjm,主板,19970430
000767.SZ,晋控电力,山西,晋能控股山西电力股份有限公司,"Jinneng Holding Shanxi Electric Power Co., LTD.",jkdl,主板,19970609
000768.SZ,中航西飞,陕西,中航西安飞机工业集团股份有限公司,Avic Xi’An Aircraft Industry Group Company Ltd.,zhxf,主板,19970626
000776.SZ,广发证券,广东,广发证券股份有限公司,"Gf Securities Co.,Ltd.",gfzq,主板,19970611
000777.SZ,中核科技,江苏,中核苏阀科技实业股份有限公司,"SUFA Technology Industry Co., Ltd. CNNC",zhkj,主板,19970710
000778.SZ,新兴铸管,河北,新兴铸管股份有限公司,"Xinxing Ductile Iron Pipes Co.,Ltd.",xxzg,主板,19970606
000779.SZ,甘咨询,甘肃,甘肃工程咨询集团股份有限公司,"Gansu Engineering Consulting Group Co., Ltd.",gzx,主板,19970528
000782.SZ,美达股份,广东,广东新会美达锦纶股份有限公司,"Guangdong Xinhui Meida Nylon Co.,Ltd.",mdgf,主板,19970619
000783.SZ,长江证券,湖北,长江证券股份有限公司,Changjiang Securities Company Limited,cjzq,主板,19970731
000785.SZ,居然之家,湖北,居然之家新零售集团股份有限公司,Easyhome New Retail Group Corporation Limited,jrzj,主板,19970711
000786.SZ,北新建材,北京,北新集团建材股份有限公司,Beijing New Building Materials Public Limited Company,bxjc,主板,19970606
000788.SZ,北大医药,重庆,北大医药股份有限公司,"PKU HealthCare Corp., Ltd.",bdyy,主板,19970616
000789.SZ,万年青,江西,江西万年青水泥股份有限公司,"Jiangxi Wannianqing Cement Co.,Ltd.",wnq,主板,19970923
000790.SZ,华神科技,四川,成都华神科技集团股份有限公司,"Chengdu Huasun Technology Group Inc., Ltd.",hskj,主板,19980327
000791.SZ,甘肃电投,甘肃,甘肃电投能源发展股份有限公司,"GEPIC Energy Development Co., Ltd.",gsdt,主板,19971014
000792.SZ,盐湖股份,青海,青海盐湖工业股份有限公司,"Qinghai Salt Lake Industry Co.,Ltd.",yhgf,主板,19970904
000793.SZ,华闻集团,海南,华闻传媒投资集团股份有限公司,Huawen Media Group,hwjt,主板,19970729
000795.SZ,英洛华,浙江,英洛华科技股份有限公司,"Innuovo Technology Co. ,Ltd.",ylh,主板,19970808
000796.SZ,凯撒旅业,海南,凯撒同盛发展股份有限公司,"Caissa Tosun Development Co.,Ltd.",ksly,主板,19970703
000797.SZ,中国武夷,福建,中国武夷实业股份有限公司,"China Wuyi Co.,Ltd.",zgwy,主板,19970715
000798.SZ,中水渔业,北京,中水集团远洋股份有限公司,"Cnfc Overseas Fisheries Co.,Ltd",zsyy,主板,19980212
000799.SZ,酒鬼酒,湖南,酒鬼酒股份有限公司,"Jiugui Liquor Co., Ltd.",jgj,主板,19970718
000800.SZ,一汽解放,吉林,一汽解放集团股份有限公司,"FAW Jiefang Group Co., Ltd",yqjf,主板,19970618
000801.SZ,四川九洲,四川,四川九洲电器股份有限公司,"Sichuan Jiuzhou Electronic Co.,Ltd",scjz,主板,19980506
000802.SZ,ST北文,北京,北京京西文化旅游股份有限公司,"Beijing Jingxi Culture&Tourism Co.,Ltd",stbw,主板,19980108
000803.SZ,北清环能,四川,北清环能集团股份有限公司,"BECE Legend Group CO., LTD",bqhn,主板,19980303
000806.SZ,ST银河,广西,北海银河生物产业投资股份有限公司,"Galaxy Biomedical Investment Co., Ltd.",styh,主板,19980416
000807.SZ,云铝股份,云南,云南铝业股份有限公司,"Yunnan Aluminium Co.,Ltd.",ylgf,主板,19980408
000809.SZ,铁岭新城,辽宁,铁岭新城投资控股(集团)股份有限公司,Tieling Newcity Investment Holding(Group) Limited,tlxc,主板,19980616
000810.SZ,创维数字,四川,创维数字股份有限公司,"Skyworth Digital Co.,Ltd.",cwsz,主板,19980602
000811.SZ,冰轮环境,山东,冰轮环境技术股份有限公司,"Moon Environment Technology Co.,Ltd.",blhj,主板,19980528
000812.SZ,陕西金叶,陕西,陕西金叶科教集团股份有限公司,"Shaanxi Jinye Science Technology And Education Group Co.,Ltd.",sxjy,主板,19980623
000813.SZ,德展健康,新疆,德展大健康股份有限公司,Dezhan Healthcare Company Limited.,dzjk,主板,19980519
000815.SZ,美利云,宁夏,中冶美利云产业投资股份有限公司,"Mcc Meili Cloud Computing Industry Investment Co., Ltd",mly,主板,19980609
000816.SZ,智慧农业,江苏,江苏农华智慧农业科技股份有限公司,"Jiangsu Nonghua Intelligent Agriculture Technology Co.,Ltd.",zhny,主板,19970818
000818.SZ,航锦科技,湖北,航锦科技股份有限公司,"Hangjin Technology Co., Ltd.",hjkj,主板,19971017
000819.SZ,岳阳兴长,湖南,岳阳兴长石化股份有限公司,"Yueyang Xingchang Petro-Chemical Co.,Ltd.",yyxc,主板,19970625
000820.SZ,*ST节能,江西,神雾节能股份有限公司,"Shenwu Energy Saving Co., Ltd.",stjn,主板,19980630
000821.SZ,京山轻机,湖北,湖北京山轻工机械股份有限公司,"J.S. Corrugating Machinery Co.,Ltd.",jsqj,主板,19980626
000822.SZ,山东海化,山东,山东海化股份有限公司,"Shandong Haihua Co.,Ltd",sdhh,主板,19980703
000823.SZ,超声电子,广东,广东汕头超声电子股份有限公司,"Guangdong Goworld Co.,Ltd.",csdz,主板,19971008
000825.SZ,太钢不锈,山西,山西太钢不锈钢股份有限公司,"Shanxi Taigang Stainless Steel Co.,Ltd",tgbx,主板,19981021
000826.SZ,启迪环境,湖北,启迪环境科技发展股份有限公司,"Tus Environmental Science and Technology Development Co., Ltd.",qdhj,主板,19980225
000828.SZ,东莞控股,广东,东莞发展控股股份有限公司,"Dongguan Development (Holdings) Co.,Ltd.",dgkg,主板,19970617
000829.SZ,天音控股,江西,天音通信控股股份有限公司,"Telling Telecommunication Holding Co.,Ltd.",tykg,主板,19971202
000830.SZ,鲁西化工,山东,鲁西化工集团股份有限公司,"Luxi Chemical Group Co.,Ltd.",lxhg,主板,19980807
000831.SZ,五矿稀土,山西,五矿稀土股份有限公司,"China Minmetals Rare Earth Co., Ltd.",wkxt,主板,19980911
000833.SZ,粤桂股份,广西,广西粤桂广业控股股份有限公司,"Guangxi Yuegui Guangye Holdings Co., Ltd.",yggf,主板,19981111
000835.SZ,*ST长动,四川,长城国际动漫游戏股份有限公司,"Great Wall International Acg Co., Ltd",stcd,主板,19990625
000836.SZ,富通信息,天津,天津富通信息科技股份有限公司,"Tianjin Futong Information Science & Technology Co.,Ltd.",ftxx,主板,19970929
000837.SZ,秦川机床,陕西,秦川机床工具集团股份公司,"Qinchuan Machine Tool & Tool Group Share Co., Ltd",qcjc,主板,19980928
000838.SZ,财信发展,重庆,财信地产发展集团股份有限公司,"CASIN Real Estate Development Group Co.,Ltd.",cxfz,主板,19970626
000839.SZ,中信国安,北京,中信国安信息产业股份有限公司,"Citic Guoan Information Industry Co.,Ltd.",zxga,主板,19971031
000848.SZ,承德露露,河北,河北承德露露股份有限公司,Hebei Cheng De Lolo Company Limited,cdll,主板,19971113
000850.SZ,华茂股份,安徽,安徽华茂纺织股份有限公司,Anhui Huamao Textile Company Limited,hmgf,主板,19981007
000851.SZ,高鸿股份,贵州,大唐高鸿数据网络技术股份有限公司,"Gohigh Data Networks Technology Co.,Ltd",ghgf,主板,19980609
000852.SZ,石化机械,湖北,中石化石油机械股份有限公司,Sinopec Oilfield Equipment Corporation,shjx,主板,19981126
000856.SZ,冀东装备,河北,唐山冀东装备工程股份有限公司,Tangshan Jidong Equipment and Engineering Co.Ltd.,jdzb,主板,19980813
000858.SZ,五粮液,四川,宜宾五粮液股份有限公司,"Wuliangye Yibin Co.,Ltd",wly,主板,19980427
000859.SZ,国风新材,安徽,安徽国风新材料股份有限公司,"Anhui Guofeng New Materials Co., Ltd.",gfxc,主板,19981119
000860.SZ,顺鑫农业,北京,北京顺鑫农业股份有限公司,"Beijing Shunxin Agriculture Co.,Ltd",sxny,主板,19981104
000861.SZ,海印股份,广东,广东海印集团股份有限公司,"Guangdong Highsun Group Co.,Ltd.",hygf,主板,19981028
000862.SZ,银星能源,宁夏,宁夏银星能源股份有限公司,"Ning Xia Yin Xing Energy Co.,Ltd",yxny,主板,19980915
000863.SZ,三湘印象,上海,三湘印象股份有限公司,"Sanxiang Impression Co.,Ltd.",sxyx,主板,19970925
000868.SZ,安凯客车,安徽,安徽安凯汽车股份有限公司,"Anhui Ankai Automobile Co.,Ltd.",akkc,主板,19970725
000869.SZ,张裕A,山东,烟台张裕葡萄酿酒股份有限公司,Yantai Changyu Pioneer Wine Company Limited,zya,主板,20001026
000875.SZ,吉电股份,吉林,吉林电力股份有限公司,"Jilin Electric Power Co.,Ltd.",jdgf,主板,20020926
000876.SZ,新希望,四川,新希望六和股份有限公司,"New Hope Liuhe Co.,Ltd",xxw,主板,19980311
000877.SZ,天山股份,新疆,新疆天山水泥股份有限公司,"Xinjiang Tianshan Cement Co.,Ltd",tsgf,主板,19990107
000878.SZ,云南铜业,云南,云南铜业股份有限公司,"Yunnan Copper Co.,Ltd.",ynty,主板,19980602
